dest1,dest2,similarity,jenis1,jenis2
Kampung Emas,Agro wisata Turi,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Kampung Emas,Kolam Renang Tirto Tamansari,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Kampung Emas,Kaliurang Park Botanical Garden ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Aloe Land,Wana Delima Orchard,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Aloe Land,Bunga Chrysant,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Aloe Land,Obelix Hills,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Aloe Land,Waterbyur ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Aloe Land,Waterbom Jogja,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Omah Salak,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,HEHA Forest,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,He Ha Ocean View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Pictniq,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Gamplong Studio Alam Sleman,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Ledok Sambi Ecopark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,De Mangol View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Waduk Sermo ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Suraloka Interactive Zoo,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Obelix Village,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,He Ha Sky View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,He Ha Sky View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Jogja Agro Park ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Obelix Sea View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Sadranan Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Waterbom Jogja,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Waterbyur ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Embung Tonogoro ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Stone Valley,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Agrowisata Bhumi Merapi ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,The World Landmark Merapi Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Kampung Emas,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Taman Pintar,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Embung Kleco,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Gembira Loka Zoo,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Kaliurang Park Botanical Garden ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Wisata Bojong Asri,Galaxy Waterpark Jogja,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Sadranan Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Obelix Sea View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Kids fun Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Balong Waterpark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Sindu Kusuma Edupark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Kolam Renang Tirto Tamansari,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Obelix Village,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Suraloka Interactive Zoo,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Waduk Sermo ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,De Mangol View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Ledok Sambi Ecopark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Gamplong Studio Alam Sleman,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Wisata Bojong Asri,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Bendungan Kamijoro,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,The Manglung View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Aloe Land,Etalase Taman Batu Geopark Gunung Sewu,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Aloe Land,Chocolate Monggo Museum New Factory Store Kedai & Gelato,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Aloe Land,Citra Grand Mutiara Waterpark Yogyakarta,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Aloe Land,Agro wisata Turi,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Aloe Land,Kolam Renang Tirto Tamansari,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Aloe Land,Sindu Kusuma Edupark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Aloe Land,Balong Waterpark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Aloe Land,Kids fun Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Bejiharjo Edupark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Aloe Land,Sadranan Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Galaxy Waterpark Jogja,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Kaliurang Park Botanical Garden ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Satoloka,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Drini Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Telaga Kemuning,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,Omah Salak,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Lembah Sorory,HEHA Forest,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Aloe Land,Obelix Sea View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Kampung Emas,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Taman Pintar,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Balong Waterpark,Kids fun Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Balong Waterpark,Obelix Sea View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Balong Waterpark,Sadranan Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Balong Waterpark,Waterbom Jogja,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Balong Waterpark,Waterbyur ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Balong Waterpark,Obelix Hills,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Suraloka Interactive Zoo,Embung Tonogoro ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Suraloka Interactive Zoo,Jogja Agro Park ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Sindu Kusuma Edupark,Obelix Hills,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Bunga Chrysant,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Pasar Seni Gabusan ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Aloe Land,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Aloe Land,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Obelix Sea View,Sadranan Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Aloe Land,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Pasar Seni Gabusan ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Teras Kaca,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Pictniq,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,He Ha Ocean View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Wana Delima Orchard,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Etalase Taman Batu Geopark Gunung Sewu,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Chocolate Monggo Museum New Factory Store Kedai & Gelato,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Citra Grand Mutiara Waterpark Yogyakarta,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Sindu Kusuma Edupark,Bunga Chrysant,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Suraloka Interactive Zoo,Omah Salak,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Suraloka Interactive Zoo,HEHA Forest,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Suraloka Interactive Zoo,He Ha Ocean View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Suraloka Interactive Zoo,Pictniq,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Suraloka Interactive Zoo,Teras Kaca,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Wana Delima Orchard,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Telaga Kemuning,Pasar Seni Gabusan ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Telaga Kemuning,Aloe Land,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Telaga Kemuning,Wana Delima Orchard,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Telaga Kemuning,Etalase Taman Batu Geopark Gunung Sewu,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Telaga Kemuning,Chocolate Monggo Museum New Factory Store Kedai & Gelato,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Telaga Kemuning,Citra Grand Mutiara Waterpark Yogyakarta,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Telaga Kemuning,Agro wisata Turi,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Bunga Chrysant,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Agrowisata Bhumi Merapi ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,The World Landmark Merapi Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Kampung Emas,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Obelix Sea View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Taman Pintar,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Sindu Kusuma Edupark,Obelix Sea View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Sindu Kusuma Edupark,Sadranan Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,The World Landmark Merapi Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Embung Kleco,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Gembira Loka Zoo,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Kaliurang Park Botanical Garden ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Satoloka,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Drini Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Telaga Kemuning,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Omah Salak,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,HEHA Forest,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Sindu Kusuma Edupark,Waterbyur ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Sadranan Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Waterbom Jogja,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Waterbyur ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Obelix Hills,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Stone Valley,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Agrowisata Bhumi Merapi ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Sindu Kusuma Edupark,Waterbom Jogja,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Sadranan Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Obelix Hills,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Waterbyur ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
HEHA Forest,Pasar Seni Gabusan ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Jogja Agro Park ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Embung Tonogoro ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Stone Valley,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Agrowisata Bhumi Merapi ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Waterbom Jogja,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Sadranan Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Obelix Sea View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Kids fun Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Balong Waterpark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Sindu Kusuma Edupark,Balong Waterpark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Sindu Kusuma Edupark,Kids fun Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Sindu Kusuma Edupark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Embung Jlamprong,Waduk Sermo ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Omah Salak,Bunga Chrysant,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Kolam Renang Tirto Tamansari,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Agro wisata Turi,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Citra Grand Mutiara Waterpark Yogyakarta,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Chocolate Monggo Museum New Factory Store Kedai & Gelato,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Etalase Taman Batu Geopark Gunung Sewu,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Omah Salak,Obelix Hills,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Omah Salak,Waterbyur ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Wana Delima Orchard,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Aloe Land,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Pasar Seni Gabusan ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Teras Kaca,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,Pictniq,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,He Ha Ocean View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Embung Jlamprong,De Mangol View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Galaxy Waterpark Jogja,He Ha Sky View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
HEHA Forest,Obelix Sea View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Wana Delima Orchard,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Etalase Taman Batu Geopark Gunung Sewu,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Chocolate Monggo Museum New Factory Store Kedai & Gelato,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Embung Jlamprong,Taman Jamu Naturindo,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Embung Jlamprong,Taman Tebing Breksi,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Embung Jlamprong,Ekowisata Nologaten,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Embung Jlamprong,Jogja Mini Zoo Exotarium,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Embung Jlamprong,Embung Batara Sriten,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Embung Jlamprong,Lembah Sorory,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Embung Jlamprong,Bejiharjo Edupark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Embung Jlamprong,The Manglung View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Embung Jlamprong,Bendungan Kamijoro,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Embung Jlamprong,Wisata Bojong Asri,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Obelix Sea View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Embung Jlamprong,Ledok Sambi Ecopark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
HEHA Forest,Sadranan Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
HEHA Forest,Waterbom Jogja,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
HEHA Forest,Waterbyur ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
HEHA Forest,Obelix Hills,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
HEHA Forest,Bunga Chrysant,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
HEHA Forest,He Ha Ocean View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Agro wisata Turi,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Kolam Renang Tirto Tamansari,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
HEHA Forest,Pictniq,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
HEHA Forest,Teras Kaca,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Sindu Kusuma Edupark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Balong Waterpark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Kids fun Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Kids fun Park,Bunga Chrysant,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Embung Jlamprong,Gamplong Studio Alam Sleman,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Suraloka Interactive Zoo,Gembira Loka Zoo,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Suraloka Interactive Zoo,Embung Kleco,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Suraloka Interactive Zoo,Taman Pintar,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Suraloka Interactive Zoo,Kampung Emas,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Suraloka Interactive Zoo,The World Landmark Merapi Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Suraloka Interactive Zoo,Agrowisata Bhumi Merapi ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Suraloka Interactive Zoo,Stone Valley,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Embung Kleco,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Gembira Loka Zoo,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Kaliurang Park Botanical Garden ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Kids fun Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Balong Waterpark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Sindu Kusuma Edupark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Kolam Renang Tirto Tamansari,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Agro wisata Turi,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Telaga Kemuning,Bunga Chrysant,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Satoloka,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Obelix Sea View,Bunga Chrysant,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Drini Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Telaga Kemuning,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Omah Salak,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,HEHA Forest,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Omah Salak,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Telaga Kemuning,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Drini Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,HEHA Forest,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Obelix Village,Balong Waterpark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Obelix Village,Sindu Kusuma Edupark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,He Ha Ocean View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Obelix Village,Kolam Renang Tirto Tamansari,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Obelix Village,Agro wisata Turi,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Citra Grand Mutiara Waterpark Yogyakarta,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Obelix Sea View,Waterbom Jogja,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Obelix Sea View,Waterbyur ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Teras Kaca,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Obelix Sea View,Obelix Hills,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Pasar Seni Gabusan ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Suraloka Interactive Zoo,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Obelix Village,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Gamplong Studio Alam Sleman,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Ledok Sambi Ecopark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Chocolate Monggo Museum New Factory Store Kedai & Gelato,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Etalase Taman Batu Geopark Gunung Sewu,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,De Mangol View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Waduk Sermo ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Suraloka Interactive Zoo,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Obelix Village,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Obelix Sea View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,He Ha Sky View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Jogja Agro Park ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Embung Tonogoro ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Galaxy Waterpark Jogja,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,He Ha Sky View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Bunga Chrysant,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Jogja Agro Park ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Embung Tonogoro ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Stone Valley,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Waduk Sermo ,Pictniq,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Suraloka Interactive Zoo,Kaliurang Park Botanical Garden ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Obelix Hills,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Waterbyur ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Waterbom Jogja,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Satoloka,Sadranan Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,Galaxy Waterpark Jogja,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Grand Puri Waterpark,The Manglung View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Obelix Village,Embung Tonogoro ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Obelix Village,Jogja Agro Park ,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Obelix Village,He Ha Sky View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Obelix Village,Galaxy Waterpark Jogja,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Obelix Village,Teras Kaca,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Obelix Village,Pictniq,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Obelix Village,He Ha Ocean View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Telaga Kemuning,Kolam Renang Tirto Tamansari,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Telaga Kemuning,Sindu Kusuma Edupark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Telaga Kemuning,Balong Waterpark,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Telaga Kemuning,Kids fun Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Telaga Kemuning,Obelix Sea View,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Telaga Kemuning,Sadranan Park,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Telaga Kemuning,Waterbom Jogja,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Obelix Village,Citra Grand Mutiara Waterpark Yogyakarta,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
Telaga Kemuning,Obelix Hills,1.0000000000000002,Taman Rekreasi,Taman Rekreasi
