Destinasi,Mean_Similarity,Median_Similarity,Max_Similarity,Min_Similarity,Distinctiveness_Score,Distinctiveness_Pct,Top10_Similar_Dests,Top10_Similar_Scores,Content_Score_raw,Rule_Score,Rule_Score_norm,Content_Score_norm,Hybrid_Score,Rank_Rule,Rank_Content,Rank_Hybrid
Gembira Loka Zoo,0.6365457648268423,0.5954672425399976,1.0000000000000002,0.39043621176510923,0.36345423517315767,36.345423517315766,Embung Nglanggeran; Grand Puri Waterpark; Embung Jlamprong; Taman Jamu Naturindo; Taman Tebing Breksi; Ekowisata Nologaten; Jogja Mini Zoo Exotarium; Embung Batara Sriten; Lembah Sorory; Bejiharjo Edupark,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0000000000000002,0.0,0.0,1.0,0.4,1,1,1
Kaliurang Park Botanical Garden ,0.6365457648268423,0.5954672425399976,1.0000000000000002,0.39043621176510923,0.36345423517315767,36.345423517315766,Embung Nglanggeran; Grand Puri Waterpark; Embung Jlamprong; Taman Jamu Naturindo; Taman Tebing Breksi; Ekowisata Nologaten; Jogja Mini Zoo Exotarium; Embung Batara Sriten; Lembah Sorory; Bejiharjo Edupark,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0000000000000002,0.0,0.0,1.0,0.4,1,1,1
Satoloka,0.6365457648268423,0.5954672425399976,1.0000000000000002,0.39043621176510923,0.36345423517315767,36.345423517315766,Embung Nglanggeran; Grand Puri Waterpark; Embung Jlamprong; Taman Jamu Naturindo; Taman Tebing Breksi; Ekowisata Nologaten; Jogja Mini Zoo Exotarium; Embung Batara Sriten; Lembah Sorory; Bejiharjo Edupark,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0000000000000002,0.0,0.0,1.0,0.4,1,1,1
Drini Park,0.6365457648268423,0.5954672425399976,1.0000000000000002,0.39043621176510923,0.36345423517315767,36.345423517315766,Embung Nglanggeran; Grand Puri Waterpark; Embung Jlamprong; Taman Jamu Naturindo; Taman Tebing Breksi; Ekowisata Nologaten; Jogja Mini Zoo Exotarium; Embung Batara Sriten; Lembah Sorory; Bejiharjo Edupark,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0000000000000002,0.0,0.0,1.0,0.4,1,1,1
Telaga Kemuning,0.6365457648268423,0.5954672425399976,1.0000000000000002,0.39043621176510923,0.36345423517315767,36.345423517315766,Embung Nglanggeran; Grand Puri Waterpark; Embung Jlamprong; Taman Jamu Naturindo; Taman Tebing Breksi; Ekowisata Nologaten; Jogja Mini Zoo Exotarium; Embung Batara Sriten; Lembah Sorory; Bejiharjo Edupark,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0000000000000002,0.0,0.0,1.0,0.4,1,1,1
Omah Salak,0.6365457648268423,0.5954672425399976,1.0000000000000002,0.39043621176510923,0.36345423517315767,36.345423517315766,Embung Nglanggeran; Grand Puri Waterpark; Embung Jlamprong; Taman Jamu Naturindo; Taman Tebing Breksi; Ekowisata Nologaten; Jogja Mini Zoo Exotarium; Embung Batara Sriten; Lembah Sorory; Bejiharjo Edupark,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0000000000000002,0.0,0.0,1.0,0.4,1,1,1
Grand Puri Waterpark,0.6365457648268423,0.5954672425399976,1.0000000000000002,0.39043621176510923,0.36345423517315767,36.345423517315766,Embung Nglanggeran; Embung Jlamprong; Taman Jamu Naturindo; Taman Tebing Breksi; Ekowisata Nologaten; Jogja Mini Zoo Exotarium; Embung Batara Sriten; Lembah Sorory; Bejiharjo Edupark; The Manglung View,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0000000000000002,0.0,0.0,1.0,0.4,1,1,1
Pantai Sadeng,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Gua Kiskendo,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Wisata Alam Kalibiru,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Pantai Sanglen,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Ayunan Langit,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Petilasan Gunung Gambar ,0.6825415223190467,0.6271376830344569,1.0,0.4112018994943689,0.31745847768095325,31.745847768095324,Museum Muhammadiyah ; Museum TNI AD Dharma Wiratama; Museum Laboratorium Sejarah UPY; Rumah Sandi Negara; Museum Benteng Vredeburg; Diorama Arsip Jogja ; Museum Sonobudoyo; Museum UGM; Museum Bank Indonesia; Sendang Beji,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Museum Dr. Yap Prawirohusodo,0.6825415223190467,0.6271376830344569,1.0,0.4112018994943689,0.31745847768095325,31.745847768095324,Museum Muhammadiyah ; Museum TNI AD Dharma Wiratama; Museum Laboratorium Sejarah UPY; Rumah Sandi Negara; Museum Benteng Vredeburg; Diorama Arsip Jogja ; Museum Sonobudoyo; Museum UGM; Museum Bank Indonesia; Sendang Beji,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Bunker Kaliadem,0.6825415223190467,0.6271376830344569,1.0,0.4112018994943689,0.31745847768095325,31.745847768095324,Museum Muhammadiyah ; Museum TNI AD Dharma Wiratama; Museum Laboratorium Sejarah UPY; Rumah Sandi Negara; Museum Benteng Vredeburg; Diorama Arsip Jogja ; Museum Sonobudoyo; Museum UGM; Museum Bank Indonesia; Sendang Beji,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Gua Selarong,0.6825415223190467,0.6271376830344569,1.0,0.4112018994943689,0.31745847768095325,31.745847768095324,Museum Muhammadiyah ; Museum TNI AD Dharma Wiratama; Museum Laboratorium Sejarah UPY; Rumah Sandi Negara; Museum Benteng Vredeburg; Diorama Arsip Jogja ; Museum Sonobudoyo; Museum UGM; Museum Bank Indonesia; Sendang Beji,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Pantai Watu Lawang,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Gua Ngingrong dan Lembah Karst Ngingrong ,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Glamping Menoreh,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Kawasan Gua Cerme,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Museum Geoteknologi Mineral UPN,0.6825415223190467,0.6271376830344569,1.0,0.4112018994943689,0.31745847768095325,31.745847768095324,Museum Muhammadiyah ; Museum TNI AD Dharma Wiratama; Museum Laboratorium Sejarah UPY; Rumah Sandi Negara; Museum Benteng Vredeburg; Diorama Arsip Jogja ; Museum Sonobudoyo; Museum UGM; Museum Bank Indonesia; Sendang Beji,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Keraton Ratu Boko,0.6825415223190467,0.6271376830344569,1.0,0.4112018994943689,0.31745847768095325,31.745847768095324,Museum Muhammadiyah ; Museum TNI AD Dharma Wiratama; Museum Laboratorium Sejarah UPY; Rumah Sandi Negara; Museum Benteng Vredeburg; Diorama Arsip Jogja ; Museum Sonobudoyo; Museum UGM; Museum Bank Indonesia; Sendang Beji,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Wunung Giriselokondo ,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Situs Surocolo/ Gua Sunan Mas,0.6825415223190467,0.6271376830344569,1.0,0.4112018994943689,0.31745847768095325,31.745847768095324,Museum Muhammadiyah ; Museum TNI AD Dharma Wiratama; Museum Laboratorium Sejarah UPY; Rumah Sandi Negara; Museum Benteng Vredeburg; Diorama Arsip Jogja ; Museum Sonobudoyo; Museum UGM; Museum Bank Indonesia; Sendang Beji,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Kebun Teh Tritis ,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Hutan Mangrove Kadilangu,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Blue Lagoon,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Kawasan Hutan Wanasadi,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Makam Raja-Raja Imogiri,0.6825415223190467,0.6271376830344569,1.0,0.4112018994943689,0.31745847768095325,31.745847768095324,Museum Muhammadiyah ; Museum TNI AD Dharma Wiratama; Museum Laboratorium Sejarah UPY; Rumah Sandi Negara; Museum Benteng Vredeburg; Diorama Arsip Jogja ; Museum Sonobudoyo; Museum UGM; Museum Bank Indonesia; Sendang Beji,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Wisata Alam Kedung Banteng ,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Bukit Klangon,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Petilasan Kembang Lampir,0.6825415223190467,0.6271376830344569,1.0,0.4112018994943689,0.31745847768095325,31.745847768095324,Museum Muhammadiyah ; Museum TNI AD Dharma Wiratama; Museum Laboratorium Sejarah UPY; Rumah Sandi Negara; Museum Benteng Vredeburg; Diorama Arsip Jogja ; Museum Sonobudoyo; Museum UGM; Museum Bank Indonesia; Sendang Beji,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Tahura Bunder,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Gua Braholo,0.6825415223190467,0.6271376830344569,1.0,0.4112018994943689,0.31745847768095325,31.745847768095324,Museum Muhammadiyah ; Museum TNI AD Dharma Wiratama; Museum Laboratorium Sejarah UPY; Rumah Sandi Negara; Museum Benteng Vredeburg; Diorama Arsip Jogja ; Museum Sonobudoyo; Museum UGM; Museum Bank Indonesia; Sendang Beji,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Air Terjun Banyunibo,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Bukit Penguk Kediwung,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Monumen Perjuangan Taruna (Plataran),0.6825415223190467,0.6271376830344569,1.0,0.4112018994943689,0.31745847768095325,31.745847768095324,Museum Muhammadiyah ; Museum TNI AD Dharma Wiratama; Museum Laboratorium Sejarah UPY; Rumah Sandi Negara; Museum Benteng Vredeburg; Diorama Arsip Jogja ; Museum Sonobudoyo; Museum UGM; Museum Bank Indonesia; Sendang Beji,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Pantai Pulang Sawal,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Pantai Sarangan,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Candi Sari,0.6825415223190467,0.6271376830344569,1.0,0.4112018994943689,0.31745847768095325,31.745847768095324,Museum Muhammadiyah ; Museum TNI AD Dharma Wiratama; Museum Laboratorium Sejarah UPY; Rumah Sandi Negara; Museum Benteng Vredeburg; Diorama Arsip Jogja ; Museum Sonobudoyo; Museum UGM; Museum Bank Indonesia; Sendang Beji,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Museum Kotagede Intro Living Museum,0.6825415223190467,0.6271376830344569,1.0,0.4112018994943689,0.31745847768095325,31.745847768095324,Museum Muhammadiyah ; Museum TNI AD Dharma Wiratama; Museum Laboratorium Sejarah UPY; Rumah Sandi Negara; Museum Benteng Vredeburg; Diorama Arsip Jogja ; Museum Sonobudoyo; Museum UGM; Museum Bank Indonesia; Sendang Beji,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Situs Gembirowati,0.6825415223190467,0.6271376830344569,1.0,0.4112018994943689,0.31745847768095325,31.745847768095324,Museum Muhammadiyah ; Museum TNI AD Dharma Wiratama; Museum Laboratorium Sejarah UPY; Rumah Sandi Negara; Museum Benteng Vredeburg; Diorama Arsip Jogja ; Museum Sonobudoyo; Museum UGM; Museum Bank Indonesia; Sendang Beji,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Pantai Torohudan ,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Museum Pleret,0.6825415223190467,0.6271376830344569,1.0,0.4112018994943689,0.31745847768095325,31.745847768095324,Museum Muhammadiyah ; Museum TNI AD Dharma Wiratama; Museum Laboratorium Sejarah UPY; Rumah Sandi Negara; Museum Benteng Vredeburg; Diorama Arsip Jogja ; Museum Sonobudoyo; Museum UGM; Museum Bank Indonesia; Sendang Beji,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Pantai Ngobaran,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Pantai Banyutibo,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Wisata Bukit Watugede,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Pantai Ngedan ,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Pantai Glagah,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
Pantai Buron,0.8133271018913563,1.0,1.0,0.47689724169351244,0.18667289810864374,18.667289810864375,Teras Merapi; Pantai Mesra; Hutan Pinus Mangunan (Hutan Pinus Sari); Pantai Kayu Arum ; Seribu Batu Songgolangit ; Grojogan Watu Purba ; Perbukitan Widosari; Pantai Ngetun; Air Terjun Curug Sidoharjo; Mengger Kemuning,1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000; 1.0000,1.0,0.0,0.0,0.0,0.0,1,57,57
