K,Mean_Content_Score,Std_Content_Score,Mean_Hybrid_Score,Std_Hybrid_Score
3,0.17777777777777778,0.3823255674241167,0.2565323565323565,0.15251975206949037
5,0.17777777777777778,0.3823255674241167,0.2565323565323565,0.15251975206949037
10,0.17777777777777778,0.3823255674241167,0.2565323565323565,0.15251975206949037
